ticker,review_label,rank_sn,comp_sn,issue,recommended_remediation
TT,HOLD,203,0.03886,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
MSI,HOLD,204,0.0304,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
SAN,HOLD,208,0.00987,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
INVH,HOLD,209,0.00407,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
MTD,HOLD,214,-0.00306,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
FFIV,HOLD,217,-0.03809,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
FLEX,HOLD,218,-0.05391,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
TRV,HOLD,219,-0.05774,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
VLO,HOLD,221,-0.07648,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
ROK,HOLD,222,-0.09659,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
RVTY,HOLD,223,-0.10514,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
PBR,HOLD,224,-0.11193,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
LITE,HOLD,226,-0.12051,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
DVA,HOLD,229,-0.13195,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
BXP,HOLD,232,-0.14855,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
O,HOLD,233,-0.15037,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
AJG,HOLD,234,-0.15678,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
DHR,HOLD,235,-0.15835,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
EFX,HOLD,237,-0.15955,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
ASX,HOLD,239,-0.18307,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
CNI,HOLD,240,-0.19471,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
ALB,HOLD,241,-0.19746,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
SU,HOLD,242,-0.20159,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
EXR,HOLD,244,-0.21525,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
TRP,HOLD,245,-0.21621,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
CDW,HOLD,246,-0.21646,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
JCI,HOLD,248,-0.2264,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
IBKR,HOLD,249,-0.22939,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
ES,HOLD,250,-0.23355,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
WMB,HOLD,251,-0.24007,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
BLDR,HOLD,252,-0.24408,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
KIM,HOLD,253,-0.24618,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
BAX,HOLD,254,-0.25282,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
HWM,HOLD,255,-0.2537,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
FRT,HOLD,256,-0.25496,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
MDLN,HOLD,257,-0.26762,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
HIG,HOLD,258,-0.27681,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
BCS,HOLD,259,-0.28087,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
SBAC,HOLD,260,-0.28236,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
LDOS,HOLD,262,-0.28744,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
GL,HOLD,263,-0.2932,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
NUE,HOLD,264,-0.29381,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
EQR,HOLD,265,-0.2943,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
SNY,HOLD,266,-0.29921,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
BABA,HOLD,267,-0.31348,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
AEE,HOLD,268,-0.32083,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
DOC,HOLD,269,-0.32498,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
AZN,HOLD,270,-0.32668,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
FDS,HOLD,271,-0.34164,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
KVUE,HOLD,272,-0.35024,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
PWR,HOLD,273,-0.35151,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
RL,HOLD,274,-0.35569,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
NXPI,HOLD,276,-0.36708,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
SATS,HOLD,277,-0.37404,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
GPN,HOLD,278,-0.3802,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
DGX,HOLD,279,-0.38965,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
KHC,HOLD,281,-0.39874,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
APO,HOLD,284,-0.40791,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
BE,HOLD,287,-0.4207,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
CHD,HOLD,289,-0.44568,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
ARM,HOLD,291,-0.45761,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
COR,HOLD,292,-0.46175,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
MPC,HOLD,293,-0.46656,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
IEX,HOLD,294,-0.47375,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
DD,HOLD,296,-0.47711,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
CF,HOLD,297,-0.48234,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
AEM,HOLD,298,-0.48299,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
IR,HOLD,299,-0.48344,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
EIX,HOLD,300,-0.48608,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
NWG,HOLD,301,-0.48656,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
PFG,HOLD,302,-0.49445,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
MRNA,HOLD,303,-0.5003,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
SAP,HOLD,304,-0.51181,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
KKR,HOLD,305,-0.51217,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
IFF,HOLD,306,-0.54833,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
VALE,HOLD,307,-0.54896,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
DTE,HOLD,308,-0.54955,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
APA,HOLD,309,-0.55592,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
NCLH,HOLD,310,-0.57061,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
TFC,HOLD,311,-0.57402,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
MMM,HOLD,312,-0.57752,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
ALLE,HOLD,314,-0.58661,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
CRL,HOLD,316,-0.59419,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
MFC,HOLD,317,-0.599,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
MET,HOLD,318,-0.60345,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
GM,HOLD,320,-0.61124,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
PCG,HOLD,322,-0.62358,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
HSBC,HOLD,323,-0.63377,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
BBVA,HOLD,324,-0.63748,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
TRGP,HOLD,325,-0.63826,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
LNT,HOLD,326,-0.64402,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
DOV,HOLD,327,-0.64715,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
STLD,HOLD,328,-0.64764,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
STT,HOLD,329,-0.65112,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
AES,HOLD,330,-0.65154,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
ENB,HOLD,331,-0.65662,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
KEY,HOLD,333,-0.67495,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
HBAN,HOLD,334,-0.68351,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
SHEL,HOLD,335,-0.68455,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
FITB,HOLD,337,-0.69077,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
MFG,HOLD,338,-0.6994,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
PTC,HOLD,339,-0.70943,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
PSKY,HOLD,340,-0.71034,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
UBS,HOLD,341,-0.71664,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
EXC,HOLD,342,-0.72121,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
FISV,HOLD,343,-0.72144,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
MAA,HOLD,344,-0.7249,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
BAM,HOLD,345,-0.72509,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
OKE,HOLD,346,-0.72629,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
PRU,HOLD,347,-0.73206,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
ET,HOLD,348,-0.73383,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
IMO,HOLD,350,-0.74029,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
IRM,HOLD,351,-0.74159,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
WELL,HOLD,353,-0.75141,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
AMX,HOLD,354,-0.76998,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
SRE,HOLD,355,-0.77046,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
PEG,HOLD,356,-0.77336,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
KDP,HOLD,357,-0.78306,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
IFNNY,HOLD,358,-0.78329,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
CMS,HOLD,359,-0.78972,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
ETR,HOLD,360,-0.80157,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
Q,HOLD,361,-0.80565,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
BRO,HOLD,362,-0.81533,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
MTB,HOLD,364,-0.84843,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
CP,HOLD,365,-0.8531,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
SWKS,HOLD,366,-0.85861,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
LRCX,HOLD,367,-0.8619,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
NTRS,HOLD,368,-0.87036,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
MPWR,HOLD,369,-0.87897,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
GSK,HOLD,371,-0.88524,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
GEHC,HOLD,372,-0.89072,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
AIG,HOLD,373,-0.89984,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
AMCR,HOLD,374,-0.90283,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
ADM,HOLD,375,-0.91675,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
ATO,HOLD,376,-0.92504,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
ARE,HOLD,377,-0.935,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
AEP,HOLD,378,-0.96121,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
CARR,HOLD,379,-0.96273,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
PNW,HOLD,380,-0.97152,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
SW,HOLD,381,-0.97822,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
REG,HOLD,382,-1.022,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
EVRG,HOLD,384,-1.02546,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
HUBB,HOLD,385,-1.02724,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
CMI,SHORT,388,-1.04469,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
E,SHORT,390,-1.05492,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
L,SHORT,391,-1.05644,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
ERIE,SHORT,392,-1.06155,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
ING,SHORT,393,-1.06175,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
PPL,SHORT,394,-1.06394,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
CFG,SHORT,395,-1.08461,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
TM,SHORT,397,-1.09689,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
BP,SHORT,398,-1.10227,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
BN,SHORT,400,-1.13532,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
NSC,SHORT,401,-1.1465,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
AWK,SHORT,402,-1.16119,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
